customer,state,gender,customer lifetime value,income,monthly premium auto,policy type,vehicle class,total claim amount
FM55990,California,M,598977,66839.0,154.0,Personal Auto,Sports Car,739.2
LZ89104,Oregon,M,714303,59789.0,90.0,Personal Auto,Four-Door Car,527.539078
CI38330,Washington,M,254978,72217.0,64.0,Personal Auto,Four-Door Car,91.146661
NT15165,California,F,1204777,43324.0,101.0,Corporate Auto,Two-Door Car,284.667612
RQ77476,Oregon,M,2046115,87502.0,102.0,Personal Auto,Four-Door Car,421.111226
QB15345,California,F,278158,0.0,74.0,Personal Auto,Four-Door Car,532.8
DX65548,Arizona,F,483471,38713.0,66.0,Personal Auto,Four-Door Car,316.8
RI52095,Washington,M,761054,51878.0,66.0,Personal Auto,Four-Door Car,316.8
RK76184,Arizona,M,215925,0.0,61.0,Personal Auto,Four-Door Car,292.8
EH86912,California,M,842043,28617.0,112.0,Personal Auto,SUV,797.595611
TJ90326,California,F,1353002,75037.0,85.0,Personal Auto,Four-Door Car,180.555113
ES93923,Oregon,F,879831,24550.0,111.0,Personal Auto,Four-Door Car,536.00374
BY23642,Arizona,F,459504,0.0,64.0,Personal Auto,Two-Door Car,460.8
CV64725,California,M,654580,55366.0,86.0,Personal Auto,Four-Door Car,455.714395
RN56430,Nevada,F,544376,41449.0,69.0,Personal Auto,Two-Door Car,331.2
PD32052,California,M,795763,51125.0,67.0,Personal Auto,Four-Door Car,430.29174
YG87460,Arizona,M,244474,0.0,71.0,Personal Auto,Four-Door Car,244.587596
BN90616,Washington,F,859033,63110.0,72.0,Personal Auto,Four-Door Car,68.179721
BH36973,Oregon,F,273035,63401.0,68.0,Personal Auto,Four-Door Car,202.938048
QN76156,Oregon,F,292572,30752.0,73.0,Personal Auto,Four-Door Car,400.294003
ZJ15114,California,M,533173,60986.0,67.0,Corporate Auto,Four-Door Car,417.781693
CM84035,Arizona,M,1132082,41692.0,101.0,Corporate Auto,Four-Door Car,245.968629
TZ22914,Oregon,M,513082,12940.0,68.0,Personal Auto,Two-Door Car,268.1726
MW80236,Washington,M,791983,0.0,70.0,Personal Auto,Four-Door Car,336.0
WO89464,Oregon,M,261933,78618.0,66.0,Personal Auto,Two-Door Car,225.578841
MK56815,California,M,959123,54538.0,119.0,Personal Auto,Four-Door Car,507.799325
LJ64287,Nevada,M,419665,0.0,64.0,Personal Auto,Two-Door Car,774.737185
UK86050,Arizona,F,788796,76590.0,65.0,Personal Auto,Four-Door Car,183.293091
TQ24692,Oregon,M,867669,76214.0,72.0,Special Auto,Four-Door Car,202.81373
QO16222,California,F,638361,0.0,196.0,Personal Auto,Luxury SUV,2327.166394
SU86402,Arizona,F,656875,25876.0,83.0,Personal Auto,Two-Door Car,398.4
CI95726,Nevada,F,364483,82477.0,90.0,Personal Auto,Two-Door Car,432.0
JE98863,Arizona,F,391069,58713.0,98.0,Special Auto,Four-Door Car,470.4
DD89544,Arizona,M,1870485,64929.0,240.0,Corporate Auto,Luxury SUV,1261.672708
HK28125,California,M,2433738,0.0,85.0,Personal Auto,Four-Door Car,612.0
VT52978,Nevada,M,1254742,32857.0,105.0,Corporate Auto,Four-Door Car,504.0
DU66620,Nevada,M,458268,19065.0,61.0,Personal Auto,Two-Door Car,292.8
YC83239,Washington,F,286409,0.0,83.0,Personal Auto,Two-Door Car,825.29011
VS40267,California,M,3085058,25503.0,115.0,Personal Auto,SUV,552.0
WJ55369,Arizona,M,736609,30250.0,93.0,Personal Auto,Four-Door Car,398.100233
MZ23183,Oregon,M,422483,0.0,63.0,Personal Auto,Four-Door Car,453.6
DV58197,California,F,825629,62902.0,69.0,Personal Auto,Two-Door Car,159.383042
RZ97514,Oregon,F,749882,0.0,66.0,Personal Auto,Four-Door Car,316.8
ET90029,Arizona,F,2562670,14278.0,134.0,Personal Auto,Sports Car,346.319404
SD21312,Nevada,M,598977,66839.0,154.0,Personal Auto,Sports Car,739.2
FG31425,Arizona,F,253081,37811.0,63.0,Special Auto,Four-Door Car,365.002909
FA15338,Arizona,M,1356924,20978.0,70.0,Personal Auto,Two-Door Car,336.0
HD53787,California,F,1311313,28519.0,86.0,Personal Auto,Two-Door Car,412.8
ME11422,California,M,508502,0.0,72.0,Personal Auto,Four-Door Car,571.531582
QN36109,Nevada,F,455455,85140.0,118.0,Personal Auto,SUV,88.17994
UL80763,Oregon,F,401445,37384.0,99.0,Personal Auto,Four-Door Car,475.2
DH61947,Oregon,M,286304,0.0,79.0,Personal Auto,Two-Door Car,168.89233
QX54905,Nevada,F,720066,0.0,66.0,Corporate Auto,Four-Door Car,316.8
XQ39498,Oregon,M,3090922,57659.0,111.0,Personal Auto,Four-Door Car,756.37287
FQ51281,Oregon,F,817062,95241.0,68.0,Personal Auto,Four-Door Car,87.803087
NA45983,Arizona,M,287781,38870.0,74.0,Special Auto,Four-Door Car,145.365072
LC23144,California,F,847830,13870.0,109.0,Personal Auto,SUV,550.430985
SG54382,Arizona,M,864654,25964.0,76.0,Corporate Auto,Four-Door Car,364.8
XH54129,California,F,475576,72193.0,118.0,Personal Auto,Four-Door Car,552.646907
QD28391,Washington,M,742584,84302.0,62.0,Personal Auto,Four-Door Car,76.609295
HX55735,Nevada,F,446299,0.0,73.0,Personal Auto,Two-Door Car,350.4
AI49712,Washington,F,259389,0.0,72.0,Personal Auto,Four-Door Car,345.6
YM53951,Oregon,M,600644,39482.0,77.0,Corporate Auto,Four-Door Car,277.907701
JO77924,Oregon,M,1001014,66371.0,125.0,Personal Auto,SUV,43.098747
EZ20115,California,M,2630541,35300.0,74.0,Personal Auto,Four-Door Car,225.518065
DD88614,California,F,709659,67735.0,88.0,Corporate Auto,Four-Door Car,3.4637
BO21461,California,M,285979,98879.0,73.0,Personal Auto,Four-Door Car,108.667642
EX13440,Oregon,M,2958994,0.0,108.0,Corporate Auto,SUV,777.6
UB87714,Oregon,M,966712,72885.0,124.0,Personal Auto,SUV,233.676034
VW84197,Oregon,F,2194185,26378.0,70.0,Personal Auto,Four-Door Car,147.795699
HP56518,Oregon,M,554803,67798.0,69.0,Personal Auto,Four-Door Car,331.2
SP81997,Washington,F,775293,41275.0,96.0,Personal Auto,Four-Door Car,41.122303
VH66357,California,M,276972,39646.0,70.0,Personal Auto,Four-Door Car,279.714859
IM30965,Oregon,M,254507,71868.0,65.0,Corporate Auto,Four-Door Car,312.0
TQ37204,Oregon,F,862932,59107.0,107.0,Personal Auto,SUV,480.521227
NN54114,Arizona,M,491539,0.0,70.0,Personal Auto,Four-Door Car,504.0
BI27443,Arizona,F,489656,36428.0,124.0,Personal Auto,SUV,559.412583
WL86517,Nevada,F,401395,93284.0,99.0,Personal Auto,Two-Door Car,475.2
HW40931,Oregon,F,1083486,34612.0,91.0,Special Auto,Four-Door Car,655.2
NN44758,Arizona,F,466922,76157.0,116.0,Personal Auto,Two-Door Car,556.8
NQ18750,Oregon,M,2957728,0.0,106.0,Personal Auto,Two-Door Car,763.2
GC34791,Nevada,M,925972,17109.0,62.0,Personal Auto,Two-Door Car,297.6
SY22123,California,F,630044,29539.0,85.0,Personal Auto,Four-Door Car,408.0
DY17416,Oregon,M,603151,49539.0,79.0,Personal Auto,Two-Door Car,286.938064
KE57057,California,F,230033,0.0,66.0,Corporate Auto,Four-Door Car,475.2
AT24793,Oregon,M,686312,25352.0,173.0,Special Auto,Sports Car,830.4
SL71998,Oregon,M,279775,63223.0,71.0,Personal Auto,Two-Door Car,397.622116
AP66226,Nevada,M,447949,18505.0,66.0,Personal Auto,Four-Door Car,316.8
HI91534,California,F,457150,91485.0,114.0,Personal Auto,SUV,392.925712
TK61994,Oregon,F,610450,18690.0,80.0,Personal Auto,Four-Door Car,18.192921
CW35098,Washington,M,329790,0.0,91.0,Personal Auto,Two-Door Car,655.2
WX30852,Arizona,F,263998,69819.0,66.0,Personal Auto,Four-Door Car,21.00736
SK69036,California,M,1378048,25708.0,118.0,Personal Auto,Four-Door Car,566.4
YI79084,Nevada,M,370263,33738.0,95.0,Personal Auto,Two-Door Car,541.755353
KF46546,Arizona,F,578935,75845.0,72.0,Personal Auto,Four-Door Car,73.848672
GA71186,Nevada,M,1346460,83392.0,112.0,Personal Auto,SUV,523.688037
KL65897,California,F,633133,0.0,87.0,Personal Auto,Two-Door Car,94.714302
CF15086,California,M,383811,76375.0,96.0,Personal Auto,Four-Door Car,138.423414
HG40729,Oregon,M,1127491,0.0,114.0,Personal Auto,Four-Door Car,820.8
VP55618,California,M,605200,32330.0,79.0,Corporate Auto,Four-Door Car,379.2
ZL23478,California,F,3345179,85689.0,92.0,Corporate Auto,Four-Door Car,237.946822
EY75197,Arizona,F,561192,0.0,158.0,Personal Auto,SUV,1137.6
SF11920,Arizona,F,560725,39507.0,70.0,Corporate Auto,Two-Door Car,283.743206
DY57308,California,F,883515,22373.0,112.0,Personal Auto,SUV,419.750892
HP73832,California,F,379654,20217.0,96.0,Personal Auto,Four-Door Car,513.306893
WP58797,Oregon,M,393678,19245.0,106.0,Personal Auto,SUV,508.8
ZM33786,Arizona,F,3715082,17774.0,108.0,Personal Auto,SUV,116.257094
LY19199,Oregon,M,481553,80355.0,62.0,Corporate Auto,Two-Door Car,83.390706
IX60436,Arizona,M,285337,65099.0,73.0,Special Auto,Four-Door Car,350.4
UK29448,Oregon,M,246745,0.0,73.0,Personal Auto,Two-Door Car,525.6
QA49556,Washington,M,520022,23401.0,66.0,Personal Auto,Four-Door Car,316.8
ST78006,Oregon,F,459426,0.0,63.0,Personal Auto,Four-Door Car,139.331764
KD63903,Arizona,M,858666,0.0,118.0,Personal Auto,SUV,566.4
GV62858,California,F,409193,38692.0,102.0,Personal Auto,Four-Door Car,502.443591
DN66715,California,F,518162,97131.0,64.0,Personal Auto,Four-Door Car,307.2
LU30834,Oregon,F,1423032,78046.0,119.0,Personal Auto,SUV,759.119999
HN35280,Arizona,M,244666,82225.0,61.0,Personal Auto,Two-Door Car,292.8
DG21323,California,F,475856,0.0,64.0,Personal Auto,Four-Door Car,607.733606
KD16729,Nevada,M,664592,21144.0,86.0,Personal Auto,Two-Door Car,391.446775
WO17738,Oregon,F,871785,36645.0,112.0,Corporate Auto,Four-Door Car,614.082146
VB22338,Nevada,M,411062,31842.0,108.0,Special Auto,SUV,406.348084
JU66696,California,F,981040,0.0,131.0,Corporate Auto,Sports Car,628.8
AE60813,Oregon,F,499302,75090.0,63.0,Personal Auto,Four-Door Car,101.34165
AS99827,Oregon,F,446360,0.0,62.0,Personal Auto,Four-Door Car,567.343266
XQ80738,Oregon,F,289521,72014.0,72.0,Personal Auto,Four-Door Car,188.204234
KX82226,Arizona,M,318517,13512.0,92.0,Personal Auto,Two-Door Car,441.6
MA43940,Oregon,M,934319,75909.0,117.0,Special Auto,Sports Car,561.6
JL93248,Oregon,F,729653,18884.0,64.0,Personal Auto,Four-Door Car,307.2
PY98628,Arizona,M,556894,0.0,79.0,Personal Auto,Two-Door Car,407.440238
GX32768,Oregon,F,762702,0.0,74.0,Corporate Auto,Four-Door Car,807.279979
AM89558,Nevada,M,463654,26802.0,66.0,Corporate Auto,Two-Door Car,316.8
EL41362,California,F,532912,99839.0,66.0,Personal Auto,Four-Door Car,468.203397
XK91603,California,F,247823,24186.0,64.0,Personal Auto,Four-Door Car,307.2
MG77033,California,M,552276,46971.0,69.0,Corporate Auto,Four-Door Car,120.109061
OM70085,Oregon,F,858652,0.0,83.0,Personal Auto,Four-Door Car,483.577807
NB57112,Oregon,F,810450,0.0,117.0,Personal Auto,Sports Car,842.4
WH60140,Arizona,M,235670,0.0,69.0,Personal Auto,Two-Door Car,496.8
FV92759,Oregon,F,200435,0.0,66.0,Personal Auto,Four-Door Car,316.8
YW85018,Nevada,M,281046,26790.0,71.0,Personal Auto,Two-Door Car,340.8
BY84257,Arizona,M,237961,0.0,71.0,Special Auto,Four-Door Car,747.107317
JT69863,Arizona,M,241010,16258.0,64.0,Personal Auto,Two-Door Car,307.2
OE15600,California,M,254496,91169.0,65.0,Personal Auto,Two-Door Car,139.745936
BU81591,California,M,1015388,0.0,90.0,Corporate Auto,Four-Door Car,432.0
XL44677,California,M,230069,25905.0,63.0,Personal Auto,Four-Door Car,302.4
No73821,Oregon,M,1014544,44577.0,131.0,Personal Auto,SUV,640.491537
VJ24328,Oregon,M,259904,53021.0,68.0,Personal Auto,Four-Door Car,326.4
XW63353,Oregon,M,668902,56980.0,84.0,Personal Auto,Two-Door Car,599.000883
JZ31045,California,F,272158,97719.0,67.0,Personal Auto,Four-Door Car,318.660896
UM27359,Arizona,M,752488,49530.0,63.0,Personal Auto,Four-Door Car,278.24204
ND71187,Arizona,M,948772,56233.0,79.0,Corporate Auto,Four-Door Car,558.746277
YR63096,Nevada,F,597778,79140.0,74.0,Corporate Auto,Four-Door Car,487.930161
SN21895,Arizona,F,641111,13088.0,82.0,Personal Auto,Four-Door Car,393.6
FY90924,Arizona,F,294418,73601.0,73.0,Personal Auto,Four-Door Car,339.938915
CN30964,California,F,668579,31517.0,84.0,Personal Auto,Two-Door Car,604.8
BN14307,Oregon,M,469266,0.0,69.0,Personal Auto,Two-Door Car,549.271947
XG35514,California,M,450266,0.0,69.0,Personal Auto,Four-Door Car,496.8
RL28918,California,M,1650496,42148.0,104.0,Personal Auto,SUV,366.978793
SR74929,Oregon,F,946017,0.0,133.0,Personal Auto,SUV,1443.455106
HK93338,Washington,F,793172,23769.0,69.0,Personal Auto,Four-Door Car,470.097411
QR53727,Arizona,F,797439,0.0,109.0,Personal Auto,SUV,523.2
SQ35375,Oregon,F,505433,22241.0,63.0,Personal Auto,Four-Door Car,343.159148
UD77728,Arizona,F,565780,23550.0,72.0,Personal Auto,Four-Door Car,222.751524
GP13187,California,F,1491733,0.0,190.0,Personal Auto,Luxury Car,1368.0
AQ70619,California,M,1304665,71024.0,65.0,Corporate Auto,Four-Door Car,266.640638
IP65887,Oregon,F,3841059,71644.0,105.0,Corporate Auto,SUV,504.0
KS98084,California,F,506907,50363.0,63.0,Personal Auto,Four-Door Car,12.744774
QU55718,California,F,1097878,92914.0,136.0,Personal Auto,Sports Car,979.2
TS31417,Washington,M,3976955,16645.0,117.0,Personal Auto,SUV,696.9628
QG83213,California,M,655934,0.0,94.0,Personal Auto,Four-Door Car,451.2
SA40041,Washington,F,574988,22814.0,73.0,Personal Auto,Four-Door Car,360.773462
MC36247,Oregon,M,1647316,22828.0,106.0,Personal Auto,SUV,508.8
FO13070,California,M,578018,51066.0,74.0,Personal Auto,Four-Door Car,787.993313
VL97142,Oregon,M,2620083,68507.0,110.0,Personal Auto,SUV,140.196942
CI57475,Arizona,F,327201,0.0,87.0,Personal Auto,Four-Door Car,626.4
KJ19260,Arizona,M,468224,37929.0,61.0,Corporate Auto,Four-Door Car,120.436587
GN93462,California,M,649619,89285.0,81.0,Personal Auto,Four-Door Car,109.032565
QB86817,Oregon,F,744681,98235.0,93.0,Personal Auto,Four-Door Car,377.422029
AZ68072,Oregon,F,454933,23650.0,61.0,Personal Auto,Four-Door Car,14.095914
MZ43298,California,F,520007,90167.0,131.0,Corporate Auto,SUV,523.733793
KS12490,Oregon,M,1059413,64669.0,131.0,Personal Auto,Sports Car,628.8
TL18087,Washington,M,305928,65083.0,77.0,Personal Auto,Four-Door Car,369.6
ZT18953,Oregon,F,818171,0.0,109.0,Corporate Auto,SUV,523.2
EF13716,Oregon,M,269732,60462.0,68.0,Personal Auto,Four-Door Car,216.934983
RN87402,California,F,1036938,0.0,69.0,Corporate Auto,Four-Door Car,454.3585
RJ40995,Arizona,M,249131,36631.0,62.0,Personal Auto,Four-Door Car,67.530904
GB47529,Oregon,F,539637,40308.0,136.0,Corporate Auto,Sports Car,652.8
MB63131,Oregon,F,465288,0.0,64.0,Corporate Auto,Four-Door Car,307.2
KN57002,Arizona,M,901591,0.0,130.0,Corporate Auto,SUV,936.0
DR68556,Oregon,M,785735,85067.0,65.0,Personal Auto,Four-Door Car,256.242825
CS70768,California,F,676318,0.0,64.0,Personal Auto,Four-Door Car,460.8
XY33610,Washington,M,1569553,97750.0,65.0,Personal Auto,Four-Door Car,303.002922
LO17953,Oregon,F,521919,38704.0,65.0,Personal Auto,Four-Door Car,9.716628
LZ35469,California,F,258240,76731.0,64.0,Personal Auto,Four-Door Car,201.455005
BM27144,California,F,765328,57446.0,64.0,Personal Auto,Four-Door Car,77.451706
EA14700,California,M,496673,0.0,73.0,Personal Auto,Two-Door Car,525.6
FQ70521,California,F,892713,96768.0,111.0,Personal Auto,Four-Door Car,2.549986
OA99158,California,M,2142363,0.0,65.0,Corporate Auto,Two-Door Car,312.0
YS84064,Arizona,M,1548125,0.0,180.0,Corporate Auto,SUV,1296.0
YD45065,Oregon,F,871492,0.0,118.0,Personal Auto,SUV,566.4
OC88207,California,M,557723,77265.0,69.0,Special Auto,Two-Door Car,170.689399
IL47644,Oregon,F,886065,48736.0,111.0,Personal Auto,SUV,285.84958
CW27031,Washington,F,1345095,0.0,126.0,Corporate Auto,SUV,907.2
XX44146,California,F,646441,0.0,89.0,Personal Auto,Two-Door Car,640.8
LH26131,Nevada,F,387677,0.0,108.0,Personal Auto,Two-Door Car,1099.233361
HU94030,Arizona,F,1010365,46667.0,129.0,Corporate Auto,SUV,59.526095
GP39118,Washington,M,499655,71600.0,63.0,Personal Auto,Two-Door Car,46.158117
QL80658,Arizona,M,393471,84229.0,98.0,Personal Auto,Four-Door Car,470.4
LU63980,Nevada,M,221999,0.0,62.0,Personal Auto,Two-Door Car,297.6
HQ41200,Oregon,F,797494,26118.0,101.0,Personal Auto,Four-Door Car,484.8
DZ81394,Oregon,F,870801,0.0,118.0,Personal Auto,SUV,1380.107186
IN41344,Washington,M,290736,24049.0,74.0,Personal Auto,Four-Door Car,491.446146
QJ22615,Arizona,F,488129,37998.0,61.0,Special Auto,Four-Door Car,292.8
FJ24418,Arizona,F,365266,0.0,95.0,Personal Auto,Four-Door Car,456.0
JR45097,Oregon,M,1277989,0.0,184.0,Personal Auto,Luxury SUV,1394.849254
DT82702,Arizona,F,720066,0.0,66.0,Personal Auto,Four-Door Car,316.8
ME87834,Oregon,M,421902,62396.0,107.0,Personal Auto,SUV,693.414133
DB91647,California,M,581671,99239.0,74.0,Personal Auto,Four-Door Car,379.37884
UM44109,Oregon,M,790845,94303.0,65.0,Personal Auto,Four-Door Car,149.688222
RT22532,Arizona,M,395434,18375.0,103.0,Personal Auto,Sports Car,535.080276
DU60004,Nevada,F,356062,76769.0,88.0,Corporate Auto,Four-Door Car,170.106831
XR17548,Oregon,M,506412,78735.0,63.0,Personal Auto,Four-Door Car,225.558918
VR14881,Oregon,M,848984,0.0,130.0,Personal Auto,Sports Car,624.0
FS81127,California,F,242529,0.0,67.0,Corporate Auto,Four-Door Car,426.006858
VD19899,California,F,2754236,50494.0,114.0,Personal Auto,Two-Door Car,491.322893
SP93911,California,F,882893,86721.0,110.0,Corporate Auto,Two-Door Car,372.594847
GH49378,California,F,505932,67371.0,63.0,Personal Auto,Four-Door Car,86.599774
MZ30958,Nevada,M,671559,21835.0,90.0,Corporate Auto,Two-Door Car,432.0
FU55433,Arizona,M,267181,62452.0,67.0,Corporate Auto,Two-Door Car,407.776546
SZ14518,California,F,809896,0.0,72.0,Personal Auto,Four-Door Car,518.4
XI58886,California,M,279554,69809.0,70.0,Personal Auto,Two-Door Car,111.823103
NL17031,Washington,M,297245,0.0,84.0,Personal Auto,Two-Door Car,604.8
OB32861,Nevada,M,628815,0.0,84.0,Special Auto,Two-Door Car,403.2
AZ84403,Oregon,F,6185018,0.0,238.0,Personal Auto,Luxury SUV,1142.4
PU34934,Arizona,F,1039436,22601.0,88.0,Personal Auto,Four-Door Car,633.6
WX87964,Washington,M,493518,29560.0,62.0,Personal Auto,Four-Door Car,297.6
VI12468,Oregon,F,3501354,0.0,133.0,Personal Auto,SUV,532.747291
RC44077,California,M,281046,26790.0,71.0,Personal Auto,Two-Door Car,340.8
ZQ48144,California,F,363694,34986.0,91.0,Corporate Auto,Four-Door Car,73.839514
MA83261,Arizona,M,278541,66378.0,71.0,Corporate Auto,Two-Door Car,158.000332
ER63193,California,F,771510,48784.0,96.0,Corporate Auto,Four-Door Car,252.076899
XZ34917,Washington,M,564380,41043.0,72.0,Personal Auto,Four-Door Car,345.6
WH36754,Oregon,F,1908834,32775.0,61.0,Personal Auto,Four-Door Car,251.886847
ZG90341,Oregon,M,915627,61200.0,118.0,Personal Auto,Four-Door Car,566.4
KR82385,California,M,545458,66334.0,69.0,Personal Auto,Two-Door Car,331.2
MC48570,Arizona,F,247044,18661.0,62.0,Personal Auto,Two-Door Car,196.879475
MP13698,Oregon,F,780985,0.0,111.0,Personal Auto,Two-Door Car,532.8
JE84351,Oregon,M,693887,53133.0,91.0,Personal Auto,Two-Door Car,652.386798
BU72276,California,F,531889,25134.0,67.0,Personal Auto,Four-Door Car,321.6
DC78147,Arizona,M,1372779,0.0,126.0,Personal Auto,SUV,604.8
DB17162,Arizona,M,536340,64324.0,67.0,Personal Auto,Four-Door Car,321.6
TG97744,Oregon,F,326515,25820.0,82.0,Corporate Auto,Four-Door Car,393.6
QT26393,California,M,244691,29152.0,67.0,Personal Auto,Two-Door Car,255.079807
UG49716,Washington,F,419668,0.0,114.0,Personal Auto,Sports Car,1182.289213
HF11584,Arizona,M,1291349,62448.0,107.0,Personal Auto,SUV,513.6
MS87381,California,F,2386615,0.0,81.0,Personal Auto,Four-Door Car,388.8
YU79270,Arizona,M,463333,27132.0,63.0,Personal Auto,Four-Door Car,302.4
HU81007,Oregon,F,819607,21706.0,108.0,Personal Auto,SUV,518.4
XH53960,Arizona,F,216733,0.0,61.0,Personal Auto,Four-Door Car,439.2
MM62953,Arizona,M,561984,66620.0,70.0,Personal Auto,Four-Door Car,336.0
DA74095,Arizona,F,610230,42800.0,153.0,Personal Auto,Sports Car,734.4
QD46343,Arizona,F,391936,66676.0,97.0,Personal Auto,Four-Door Car,558.099357
FR17176,Arizona,F,1494483,0.0,68.0,Personal Auto,Four-Door Car,326.4
WY26014,California,F,1081999,37433.0,90.0,Personal Auto,Four-Door Car,410.391616
RY32848,Oregon,M,1583908,44930.0,132.0,Personal Auto,SUV,111.049063
JG83987,Arizona,F,645126,30857.0,81.0,Personal Auto,Two-Door Car,309.161777
MQ48266,Arizona,F,556495,46507.0,73.0,Personal Auto,Two-Door Car,325.569334
EA68909,California,M,244489,48473.0,63.0,Personal Auto,Four-Door Car,302.4
KP51068,Oregon,M,264058,59961.0,68.0,Personal Auto,Four-Door Car,291.91645
CM78608,California,F,582316,88359.0,73.0,Personal Auto,Two-Door Car,35.915639
TZ11597,California,M,575553,97607.0,71.0,Personal Auto,Two-Door Car,60.021023
GS76685,California,M,1040896,20228.0,101.0,Corporate Auto,SUV,523.815839
BR40272,California,M,824795,49009.0,105.0,Personal Auto,Four-Door Car,504.0
FX36546,Washington,M,367914,60804.0,92.0,Personal Auto,Four-Door Car,213.225001
FY31714,Oregon,M,1633143,78374.0,82.0,Personal Auto,Four-Door Car,206.95076
GL99349,California,M,2047414,95621.0,66.0,Personal Auto,Two-Door Car,351.877002
HH49391,Oregon,M,941494,15741.0,132.0,Special Auto,SUV,633.6
WG26617,Oregon,M,973258,38279.0,82.0,Personal Auto,Two-Door Car,64.396979
JL97265,Oregon,M,461125,0.0,61.0,Personal Auto,Four-Door Car,292.8
QQ25666,Arizona,M,1451075,60120.0,182.0,Personal Auto,Luxury Car,716.469391
VE72838,Arizona,F,1377097,59207.0,116.0,Personal Auto,Four-Door Car,556.8
ZN27809,Oregon,F,808354,0.0,116.0,Personal Auto,SUV,820.018767
IZ71030,California,F,257019,69446.0,64.0,Personal Auto,Four-Door Car,26.731452
LU79958,Washington,F,227362,0.0,73.0,Personal Auto,Four-Door Car,801.022368
KT30737,California,M,399535,0.0,119.0,Corporate Auto,SUV,856.8
IU32539,California,F,728222,50886.0,95.0,Personal Auto,Two-Door Car,620.10464
UI73924,Oregon,F,246956,55257.0,64.0,Personal Auto,Two-Door Car,209.596158
RZ89359,California,F,245062,61883.0,62.0,Personal Auto,Four-Door Car,18.077998
CE21829,Oregon,M,1085617,37233.0,136.0,Personal Auto,SUV,242.545602
BU17847,Arizona,M,907576,37722.0,116.0,Personal Auto,Sports Car,158.077504
XA63646,California,F,465458,81883.0,114.0,Personal Auto,Four-Door Car,376.002146
EA40332,Oregon,M,1539487,35822.0,197.0,Personal Auto,SUV,1404.868905
KB75939,Oregon,F,942110,23059.0,126.0,Corporate Auto,Sports Car,95.845811
PR98117,Oregon,F,264051,97666.0,66.0,Personal Auto,Four-Door Car,136.27248
ZE62067,Arizona,M,850985,26057.0,74.0,Corporate Auto,Four-Door Car,523.888845
AU45793,Arizona,M,343613,30817.0,88.0,Corporate Auto,Four-Door Car,91.834668
RE29131,Oregon,F,434930,75648.0,108.0,Personal Auto,SUV,112.660916
FZ19620,Oregon,M,967270,0.0,96.0,Corporate Auto,Four-Door Car,1120.677126
HM93220,Arizona,F,1526648,25852.0,135.0,Personal Auto,Sports Car,648.0
BO94261,Arizona,M,755086,0.0,68.0,Personal Auto,Four-Door Car,100.212651
TC18805,Washington,M,993925,13207.0,137.0,Personal Auto,SUV,392.920864
UQ24268,Oregon,F,1496237,0.0,82.0,Personal Auto,Four-Door Car,393.6
NF25863,Nevada,M,788782,32150.0,98.0,Personal Auto,Two-Door Car,470.4
FD98839,Oregon,M,289432,52674.0,73.0,Personal Auto,Two-Door Car,166.5492
FN99437,California,M,439778,91653.0,111.0,Corporate Auto,SUV,343.98412
DZ35379,Arizona,F,578101,69512.0,72.0,Personal Auto,Two-Door Car,196.977247
IA67715,California,F,772015,67332.0,192.0,Personal Auto,Luxury Car,921.6
JG61793,Washington,M,304624,0.0,98.0,Personal Auto,Four-Door Car,705.6
CR41258,Nevada,M,259032,53304.0,65.0,Personal Auto,Four-Door Car,116.322725
BE75190,California,M,1015530,28754.0,89.0,Corporate Auto,Four-Door Car,427.2
EW16697,Arizona,F,255200,50201.0,64.0,Personal Auto,Two-Door Car,99.894584
HI60054,California,F,940444,51593.0,80.0,Personal Auto,Two-Door Car,202.905809
MU57098,Oregon,F,567805,0.0,76.0,Personal Auto,Four-Door Car,364.8
WB21698,California,F,372311,31974.0,92.0,Personal Auto,Four-Door Car,388.135527
MU75490,Oregon,M,841710,31756.0,107.0,Corporate Auto,SUV,415.850776
UA44429,California,F,252002,0.0,68.0,Personal Auto,Four-Door Car,326.4
PP64004,Nevada,F,818630,20369.0,105.0,Personal Auto,SUV,1126.65778
FI77477,Washington,M,422992,0.0,126.0,Personal Auto,SUV,907.2
NT40494,California,F,507424,66933.0,63.0,Personal Auto,Four-Door Car,160.52105
YM98727,California,F,1298152,39843.0,109.0,Personal Auto,Four-Door Car,523.2
NT77164,Arizona,M,274417,16686.0,71.0,Personal Auto,Four-Door Car,125.510669
IL91509,Oregon,F,1322622,0.0,190.0,Special Auto,Luxury Car,1398.023248
PS47550,California,F,1317843,80237.0,108.0,Personal Auto,SUV,776.601764
PK66498,California,M,879352,72897.0,73.0,Personal Auto,Two-Door Car,507.709291
NG93751,California,M,324533,46435.0,82.0,Corporate Auto,Two-Door Car,350.325879
KL84615,Arizona,M,462462,0.0,68.0,Personal Auto,Four-Door Car,469.278843
AP27994,Oregon,F,437249,23124.0,112.0,Special Auto,Sports Car,537.6
TP20456,Arizona,M,909026,45310.0,229.0,Personal Auto,Luxury SUV,1550.375183
OB21477,Oregon,M,1077756,53437.0,91.0,Personal Auto,Two-Door Car,436.8
LH80781,Washington,F,500722,0.0,73.0,Personal Auto,Four-Door Car,655.791955
UU70820,Arizona,F,586712,27880.0,74.0,Personal Auto,Four-Door Car,199.444294
ER66372,California,F,1491453,45963.0,63.0,Personal Auto,Four-Door Car,302.4
